,mean,sd
0,0.21477183778975786,0.04994139038837113
1,0.013621965888529135,0.00872184207943931
2,2.867912484865445,0.11381506096048885
3,0.30345143866580443,0.04458441632876516
4,0.22975058514294794,0.020414415071333538
5,1.6404287673215092,0.32213035888088704
6,0.008593583041460504,0.0025444726693451773
7,0.3669211431926551,0.10270478081797345
8,-28.032859976764815,2.4433774760957188
9,1.6754356037324636,0.530047486978336
10,-0.42037726519474206,0.3645146820342416
11,-0.2808531465472453,0.22911016644384566
12,-0.3370173968641998,0.2370019882050061
13,0.0377680697222948,0.15916609985832603
14,-0.11451746295026374,0.141529479762003
15,-0.052194857798001384,0.10176454527741784
16,-0.06236308916937328,0.09836267681237477
17,-0.08059291189453215,0.11282524302727992
18,-0.05095567195781033,0.09461350507204187
19,-0.05973527234790067,0.10232324178353674
20,-0.03311652166725804,0.11272237609903442
21,0.01715655008886252,0.008431402015046512
22,0.008705675701315738,0.003935896209996647
23,0.0276373485558487,0.017444859956112037
24,0.016154180700090552,0.007548549627033068
25,0.017229308982354218,0.007722144928614608
26,0.014836753390194373,0.006647734893878097
27,0.01954606180432181,0.011481800485887043
28,0.0054540896604628394,0.002845925001377121
29,0.010486634801086511,0.004466441698773104
30,0.013981592341120272,0.005997542794067115
31,0.01639522747688202,0.0068021981849197485
32,0.009649699155230236,0.004234245808518754
33,0.020041989584632502,0.0055160655342999625
34,0.12274668383259349,0.03822735656216008
35,0.022300970421101404,0.010507456318016924
36,0.47573504650920173,0.09398292194559726
37,0.09435133413204772,0.024772403228305574
38,0.04127290730800351,0.008015136299909936
39,0.6442770194608949,0.11611437450198987
40,0.006720481498856155,0.003709261779989286
41,0.21877092441293294,0.04477805690807217
42,3.4972650933974543,1.0776852743676517
43,1.0558938167033098,0.22739409959041007
44,0.8754468950865633,0.1755379800026957
45,0.5142406620672055,0.10251343296544423
46,0.4381438993095856,0.0840435919247835
47,0.3777963640387783,0.06135927535299125
48,0.33595518614444303,0.05418557249014108
49,0.2891887375545023,0.044179966038250446
50,0.2766315547249904,0.04608999816227812
51,0.2637160739682886,0.0475302842426574
52,0.2630494810019411,0.06184743985464406
53,0.2586034611852646,0.06327483400715471
54,0.26130085315905466,0.0697748835446756
55,0.023958157184693993,0.012434636171525591
56,0.013627069694022297,0.007105179368002286
57,0.029937667792292937,0.0142480755374631
58,0.023464722519629003,0.012114781633860103
59,0.02354987700606668,0.011527051016041047
60,0.02237480011847848,0.01131090112291248
61,0.022927030081416867,0.011504167444908312
62,0.010549681356534356,0.006618534621055418
63,0.015641324097162602,0.0078727377832129
64,0.01808117378405535,0.00806895880622486
65,0.02071895258730498,0.009058263350595758
66,0.014502978197241289,0.00745253022083974
67,0.012518792555294677,0.0030747823437843567
68,2.1273155035810136,3.0812942969579566
69,9.461462667444525,9.684295659773255
70,3.829805312097347,4.38029958364943
71,1.0164564480113616,2.1212291776773795
72,-0.3277239086957302,0.9764789953619752
73,-0.33654244098950326,1.008363791422707
74,6.306934406590373,8.468005986191955
75,0.13235601188200877,2.3113705661192676
76,-0.36009084777959494,1.532122949401663
77,-0.048358978328496505,1.1453963567909362
78,-0.1508220714251107,1.027646706229963
79,0.11400328234768856,0.8384866934584904
80,-0.06364757639073751,0.7619829918136398
81,-0.031004122753233367,0.6807145887416145
82,-0.007205893722206608,0.659089047410533
83,0.008783562221563138,0.6220793971619878
84,0.05179814011881941,0.6890721462634931
85,0.06606052454916007,0.6607898968735123
86,0.11600287801182037,0.7099810771157029
87,0.1445912749506249,0.7239702411620542
88,0.14983815384439858,0.7715134921482651
89,11.036614892650514,8.747338000384529
90,14.363896302885625,9.852733983668722
91,6.801782327144023,6.500059475929798
92,12.100237879285388,9.448418444107762
93,11.475731111450516,9.367915093917972
94,13.116991975658538,9.598154981802095
95,8.818436893951834,7.245128134435322
96,20.002603107927083,13.354958302499101
97,13.743413393053848,10.14939948105905
98,10.710522048069006,8.691110223883006
99,9.670168499193446,7.743726455013701
100,13.877737765287286,10.050146270021992
101,0.8964433756263499,1.704539526756853
102,1.3475004966823516,0.6900253982451514
103,2.7497269056350966,1.2392285880228797
104,-1.8246181120803429,0.6474419314393496
105,0.8752137528837234,0.7262005394482207
106,-0.09064866240674584,0.5462654275168364
107,0.2001991230428392,0.5447517731402571
108,1.9762501290284422,1.007614958741276
109,0.738588427140013,0.7690814126766657
110,-0.19942373717394088,0.7428471419857725
111,-0.21974645614791516,0.5438700014956614
112,-0.22748904382921056,0.4477625804523371
113,-0.0587215209051762,0.4440536932581304
114,-0.12356192332344784,0.39449845979163467
115,0.008808404192421201,0.3698504006553028
116,-0.10874016205354697,0.3613178446456581
117,-0.03764432869495351,0.34674619536373424
118,-0.1087706119679319,0.3469193410175698
119,-0.04230210513281844,0.3481506075067637
120,-0.113181583784565,0.37542083143907307
121,-0.07757349095453611,0.38167579126089884
122,-0.14724687913667,0.38828500427823676
123,2.9282612474902683,0.9872972840676213
124,3.3376278097361074,1.0380144587717577
125,2.223136507446035,0.9900108620091839
126,3.0579501788791497,1.0331437135953112
127,2.948919705111317,1.0648004008851246
128,3.1968285157931615,1.0302798005829439
129,2.5702074054088664,0.9260286652212275
130,3.9540129537987285,1.2728913803616164
131,3.2410387674539654,1.0829993394214346
132,2.8446689013703605,1.0055109680871683
133,2.725749099928219,0.9347555536598626
134,3.262273497280831,1.0642908455616713
135,0.9524612761987158,0.5034359475909782
